#	X	Y
	0	9.994671E-4
	1	9.98768E-4
	2	9.980777E-4
	3	9.973923E-4
	4	9.967003E-4
	5	9.960053E-4
	6	9.95316E-4
	7	9.94623E-4
	8	9.939341E-4
	9	9.932488E-4
	10	9.925624E-4
	11	9.91879E-4
	12	9.911944E-4
	13	9.90511E-4
	14	9.898199E-4
	15	9.891465E-4
	16	9.884692E-4
	17	9.877858E-4
	18	9.871073E-4
	19	9.864243E-4
	20	9.857533E-4
	21	9.850786E-4
	22	9.843985E-4
	23	9.837187E-4
	24	9.830475E-4
	25	9.823804E-4
	26	9.817033E-4
	27	9.81034E-4
	28	9.803696E-4
	29	9.796933E-4
	30	9.790309E-4
	31	9.783646E-4
	32	9.777012E-4
	33	9.770354E-4
	34	9.7636756E-4
	35	9.7569847E-4
	36	9.7504084E-4
	37	9.7437267E-4
	38	9.737138E-4
	39	9.730569E-4
	40	9.723947E-4
	41	9.717382E-4
	42	9.710803E-4
	43	9.704188E-4
	44	9.6976507E-4
	45	9.691079E-4
	46	9.684629E-4
	47	9.678119E-4
	48	9.671438E-4
	49	9.6649316E-4
	50	9.658441E-4
	51	9.651966E-4
	52	9.6454786E-4
	53	9.6389814E-4
	54	9.632546E-4
	55	9.626086E-4
	56	9.619575E-4
	57	9.6131675E-4
	58	9.6066925E-4
	59	9.600273E-4
	60	9.593803E-4
	61	9.587403E-4
	62	9.580959E-4
	63	9.574601E-4
	64	9.5682073E-4
	65	9.5618435E-4
	66	9.555491E-4
	67	9.549033E-4
	68	9.542643E-4
	69	9.536393E-4
	70	9.5300446E-4
	71	9.5236406E-4
	72	9.517376E-4
	73	9.511034E-4
	74	9.50472E-4
	75	9.4984943E-4
	76	9.4921165E-4
	77	9.485904E-4
	78	9.479588E-4
	79	9.473197E-4
	80	9.4670017E-4
	81	9.4607857E-4
	82	9.454569E-4
	83	9.4483065E-4
	84	9.442077E-4
	85	9.435835E-4
	86	9.429599E-4
	87	9.4233814E-4
	88	9.41713E-4
	89	9.4109727E-4
	90	9.404856E-4
	91	9.3987037E-4
	92	9.3924184E-4
	93	9.3862455E-4
	94	9.380182E-4
	95	9.3740283E-4
	96	9.3677884E-4
	97	9.3617523E-4
	98	9.355626E-4
	99	9.349495E-4
	100	9.343393E-4
	101	9.337356E-4
	102	9.3312E-4
	103	9.325187E-4
	104	9.3190576E-4
	105	9.3130063E-4
	106	9.306896E-4
	107	9.300854E-4
	108	9.29479E-4
	109	9.288789E-4
	110	9.2827645E-4
	111	9.2767255E-4
	112	9.270669E-4
	113	9.26465E-4
	114	9.2586805E-4
	115	9.2527474E-4
	116	9.246689E-4
	117	9.240724E-4
	118	9.2346955E-4
	119	9.2288177E-4
	120	9.2228706E-4
	121	9.2168764E-4
	122	9.210954E-4
	123	9.205007E-4
	124	9.199067E-4
	125	9.1931486E-4
	126	9.1872696E-4
	127	9.1813237E-4
	128	9.175485E-4
	129	9.1695087E-4
	130	9.1636734E-4
	131	9.1578136E-4
	132	9.151981E-4
	133	9.146079E-4
	134	9.140206E-4
	135	9.1343076E-4
	136	9.128565E-4
